concept_id,source,en,de,tr,aliases_en,aliases_de,tree
RID10365,radlex,catheter angiography,Katheterangiographie,,DSA,,A00.radlex
RID10367,radlex,interventional radiology procedure,Interventionell-radiologische Prozedur,,Ir|interventional radiology,,A00.radlex
RID10373,radlex,arthrography,Arthrographie,,arthro,,A00.radlex
RID10374,radlex,diffusion,Diffusion,,,,A00.radlex
RID10376,radlex,perfusion imaging,Perfusionsbildgebung,,,,A00.radlex
RID10379,radlex,venography,Venographie,,veno,,A00.radlex
RID10395,radlex,marking for intervention,Markierung für Intervention,,,,A00.radlex
RID10397,radlex,ablation,Ablation,,ablat|ablate,,A00.radlex
RID10398,radlex,aspiration of bodily substance,Gewebeaspiration,,aspiration of tissue or fluid|centesis|tissue or fluid aspiration,Aspiration,A00.radlex
RID10399,radlex,dilation of structure,Dilatation einer Struktur,,,,A00.radlex
RID10401,radlex,atherectomy,Atherektomie,,,,A00.radlex
RID10402,radlex,stent placement,Stentplatzierung,,,,A00.radlex
RID10403,radlex,thrombolysis,Thrombolyse,,,,A00.radlex
RID10404,radlex,embolization,Embolisation,,embolize,,A00.radlex
RID10405,radlex,temporary occlusion,temporärer Verschluss,,,,A00.radlex
RID10406,radlex,infusion,Infusion,,,,A00.radlex
RID10407,radlex,repair,Wiederherstellung,,,,A00.radlex
RID10408,radlex,object retrieval,Bergung,,retrieval,,A00.radlex
RID10412,radlex,thrombectomy,Thrombektomie,,clot removal,,A00.radlex
RID10415,radlex,device removal,Materialentfernung,,,,A00.radlex
RID10416,radlex,shunt creation,Shuntanlage,,,,A00.radlex
RID10417,radlex,drainage,Drainage,,,,A00.radlex
RID10419,radlex,brachytherapy,Brachytherapie,,,,A00.radlex
RID11030,radlex,balloon dilation procedure,Ballondilatation,,balloon dilatation procedure,,A00.radlex
RID11031,radlex,angioplasty,Angioplastie,,,,A00.radlex
RID11032,radlex,tract dilation,Dilatation einer Strecke,,track dilatation,,A00.radlex
RID11034,radlex,cholangioplasty,Cholangioplastie,,biliary dilatation,,A00.radlex
RID11036,radlex,urinary tract dilatation,Harnwegsdilatation,,,,A00.radlex
RID11037,radlex,sequential dilation of a structure,sequentielle Dilatation einer Struktur,,,,A00.radlex
RID11043,radlex,balloon deployment,Balloneinsatz,,,,A00.radlex
RID11044,radlex,monorail deployment,Monorail-Einsatz,,,,A00.radlex
RID11045,radlex,over-the-wire deployment,over-the-wire Einsatz,,,,A00.radlex
RID11161,radlex,intravenous bolus,intravenöser Bolus,,,,A00.radlex
RID11162,radlex,intravenous drip,intravenös Infusion,,,,A00.radlex
RID11204,radlex,transcutaneous needle puncture,transkutane Nadelpunktion,,,,A00.radlex
RID11515,radlex,progressive disease,progressive Erkrankung,,,,A00.radlex
RID11517,radlex,index tumor,Indextumor,,,,A00.radlex
RID11518,radlex,same organ disease progression,dasselbe Organ,,,,A00.radlex
RID11519,radlex,different organ disease progression,Kranheitsprogress in einem anderen Organ,,,,A00.radlex
RID11520,radlex,local tumor progression,lokaler Tumorprogress,,,,A00.radlex
RID12814,radlex,drip infusion,Tropfeninfusion,,,,A00.radlex
RID12815,radlex,bolus infusion,Bolusinfusion,,,,A00.radlex
RID12816,radlex,IV push infusion,iv Druckinfusion,,,,A00.radlex
RID12925,radlex,basket retrieval,Körbchenbergung,,,,A00.radlex
RID12926,radlex,forceps retrieval,Zangenbergung,,,,A00.radlex
RID12927,radlex,snare retrieval,Schlingenbergung,,,,A00.radlex
RID12933,radlex,fine-needle aspiration,Feinnadelaspiration,,fine needle aspiration|fine needle aspiration biopsy,,A00.radlex
RID12952,radlex,proximal embolization,proximale Embolistation,,,,A00.radlex
RID12953,radlex,distal embolization,distale Embolisation,,,,A00.radlex
RID13027,radlex,clot disruption,Gerinnselzersetzung,,,,A00.radlex
RID13060,radlex,imaging procedure,Bildgebungsverfahren,,imaging service request|radiology orderable,,A00.radlex
RID1559,radlex,procedure,Prozedur,,,,A00.radlex
RID1560,radlex,surgical procedure,Chirurgische Prozedur,,surgery,,A00.radlex
RID1561,radlex,cardiovascular surgery,Herz- und Gefäßchirurgie,,,,A00.radlex
RID1562,radlex,cardiac transplantation,Herztransplantation,,,,A00.radlex
RID1563,radlex,pediatric cardiac surgery,Pädiatrische Herzoperation,,,,A00.radlex
RID1564,radlex,palliative pediatric cardiac surgery,Palliative pädiatrische Herzoperation,,,,A00.radlex
RID1565,radlex,Glenn shunt,Glenn-Anastomose,,,,A00.radlex
RID1566,radlex,Blalock-Taussig shunt,Blalock-Taussig-Anastomose,,,,A00.radlex
RID1567,radlex,Waterston shunt,Waterston-Anastomose,,,,A00.radlex
RID1568,radlex,pediatric cardiac operative repair,pädiatrische Herzoperation,,,,A00.radlex
RID1569,radlex,Norwood procedure,Norwood Verfahren,,,,A00.radlex
RID1570,radlex,arterial switch,Arterieller Switch,,,,A00.radlex
RID1571,radlex,Fontan procedure,Fontan Operation,,,,A00.radlex
RID1572,radlex,right-ventricle-to-pulmonary artery conduit,Verbindung zwischen rechtem Ventrikel und Pulmonalarterie,,,,A00.radlex
RID1573,radlex,ear surgery,Ohroperation,,,,A00.radlex
RID1574,radlex,placement of total ossicular replacement,Anlage eines totalen Gehörknöchelchenersatzes,,placement of TORP,,A00.radlex
RID1576,radlex,placement of partial ossicular replacement,Anlage eines partiellen Gehörknöchelchenersatzes,,placement of PORP,,A00.radlex
RID1578,radlex,placement of stapes prostheses,Steigbügelprothese,,,Stapesplastik,A00.radlex
RID1579,radlex,placement of tympanostomy tube,Anlage eines Paukendrainage-Röhrchen,,,,A00.radlex
RID1580,radlex,tympanoplasty,Tympanoplastie,,,,A00.radlex
RID1581,radlex,esophagus surgery,Ösophagusoperation,,,,A00.radlex
RID1582,radlex,Angelchik antireflux prosthesis,Angelchik Antireflux Prothese,,,,A00.radlex
RID1583,radlex,cricopharyngeal myotomy,Cricopharyngeale Myotomie,,,,A00.radlex
RID1584,radlex,colonic interposition,Koloninterponat,,,,A00.radlex
RID1585,radlex,diverticulectomy,Divertikulektomie,,,,A00.radlex
RID1586,radlex,endoscopic laser therapy,Endoskopische Lasertherapie,,,,A00.radlex
RID1587,radlex,esophageal bougienage,Ösophageale Bougierung,,,,A00.radlex
RID1588,radlex,esophageal dilatation,Ösophageale Dilatation,,,,A00.radlex
RID1589,radlex,esophageal intubation,Ösophageale Intubation,,,,A00.radlex
RID1590,radlex,esophageal replacement with gastric jejunal or colonic graft,"Ösophagusersatz mit Magen-, Dünndarm oder Darmtransplantat",,"esophageal replacement with gastric, jejunal, or colonic graft",,A00.radlex
RID1591,radlex,esophageal varices therapy,Ösophageale Varizentherapie,,,,A00.radlex
RID1592,radlex,balloon tamponade with Sengstaken-Blakemore tube,Ballon Tamponade mit Sengstaken-Blakemore Katheter,,,,A00.radlex
RID1593,radlex,endoscopic sclerotherapy,Endoskopische Sklerotherapie,,,,A00.radlex
RID1594,radlex,variceal banding,Varizen-Banding,,,,A00.radlex
RID1597,radlex,portal-systemic shunt surgery,Porto-systemische Shunttherapie,,,,A00.radlex
RID1598,radlex,esophageal devascularization procedures,Ösophageale Devaskularisierungsprozedur,,Sugiura procedure,,A00.radlex
RID1600,radlex,esophagectomy,Ösophagoektomie,,,,A00.radlex
RID1601,radlex,esophagogastrectomy,Ösophagogastrektomie,,,,A00.radlex
RID1602,radlex,gastroesophageal anastomosis,Gastro-ösophageale Anastomose,,esophago-gastric anastomosis|gastro-esophageal anastomosis,,A00.radlex
RID1604,radlex,Heller myotomy,Heller Myotomie,,cardiomyotomy,,A00.radlex
RID1606,radlex,intramuscular injection of botulinum toxin,Intramuskuläre Injektion von Botulinumtoxin,,,,A00.radlex
RID1607,radlex,laryngectomy,Laryngektomie,,,,A00.radlex
RID1608,radlex,stomach surgery,Magenoperation,,,,A00.radlex
RID1609,radlex,antrectomy,Antrektomie,,,,A00.radlex
RID1610,radlex,bariatric surgery,bariatrische Chirurgie,,,,A00.radlex
RID1611,radlex,adjustable gastric band,Adjustierbares Magenband,,,,A00.radlex
RID1612,radlex,horizontal gastroplasty,Horizontale Gastroplastie,,,,A00.radlex
RID1613,radlex,vertical-banded gastroplasty,Vertikale Band-Gastroplastik,,Mason gastroplasty,,A00.radlex
RID1615,radlex,gastric bypass,Magenbypass,,,,A00.radlex
RID1616,radlex,biliopancreatic bypass,Biliopankreatischer Bypass,,,,A00.radlex
RID1617,radlex,gastric banding,Magenband,,,,A00.radlex
RID1618,radlex,gastric bubble and balloon,Magenballon,,,,A00.radlex
RID1619,radlex,duodenal switch,Duodenalswitch,,,,A00.radlex
RID1620,radlex,Billroth I procedure,Billroth I Prozedur,,,,A00.radlex
RID1621,radlex,Billroth II procedure,Billroth II Prozedur,,,,A00.radlex
RID1622,radlex,Collis gastroplasty,Gastroplastie nach Collis,,,,A00.radlex
RID1623,radlex,cystogastrostomy,Zystogastrostomie,,,,A00.radlex
RID1624,radlex,pyloric exclusion,Pylorusexklusion,,,,A00.radlex
RID1625,radlex,gastric pouch,Magenpouch,,,,A00.radlex
RID1626,radlex,gastric pull-through,Magenhochzug,,,,A00.radlex
RID1627,radlex,gastric resection,Magenresektion,,gastrectomy,,A00.radlex
RID1629,radlex,gastric stump carcinoma,Magenstumpfkarzinom,,,,A00.radlex
RID1630,radlex,gastroduodenostomy,Gastroduodenostomie,,,,A00.radlex
RID1631,radlex,gastroenterostomy,Gastroenterostomie,,,,A00.radlex
RID1632,radlex,gastrojejunostomy,Gastrojejunostomie,,,,A00.radlex
RID1633,radlex,gastropexy,Gastropexie,,,,A00.radlex
RID1634,radlex,gastrostomy,Gastrostomie,,,,A00.radlex
RID1635,radlex,Nissen fundoplication,Fundoplicatio nach Nissen,,,,A00.radlex
RID1636,radlex,pyloroplasty,Pyloroplastik,,,,A00.radlex
RID1637,radlex,pyloromyotomy,Pyloromyotomie,,,,A00.radlex
RID1638,radlex,roux-en-Y gastric bypass with retrogastric/retrocolic anastomosis,Roux-Y-Magenbypass mit retrogastrisch-retrokolischer Anastomose,,,,A00.radlex
RID1639,radlex,vagotomy,Vagotomie,,,,A00.radlex
RID1640,radlex,liver surgery,Leberoperation,,,,A00.radlex
RID1641,radlex,hepatectomy,Hepatektomie,,,,A00.radlex
RID1642,radlex,hepatic lobectomy,hepatische Lobektomie,,,,A00.radlex
RID1643,radlex,hepatic segmentectomy,hepatische Segmentektomie,,,,A00.radlex
RID1644,radlex,hepatic subsegmentectomy,hepatische Subsegmentektomie,,,,A00.radlex
RID1645,radlex,hepatic trisegmentectomy,hepatische Trisegmentektomie,,,,A00.radlex
RID1646,radlex,hepatic wedge excision,hepatische Keilresektion,,,,A00.radlex
RID1647,radlex,chemoembolization,Chemoembolisation,,,,A00.radlex
RID1649,radlex,transplantation,Transplantation,,,,A00.radlex
RID1650,radlex,spleen surgery,Milzoperation,,,,A00.radlex
RID1651,radlex,segmental resection and repair,Segmentresektion und Wiederherstellung,,,,A00.radlex
RID1652,radlex,splenectomy,Splenektomie,,,,A00.radlex
RID1653,radlex,splenorrhaphy,Splenoraphie,,,,A00.radlex
RID1654,radlex,pancreas surgery,Pankreasoperation,,,,A00.radlex
RID1655,radlex,pancreatic transplantation,Pankreastransplantation,,,,A00.radlex
RID1656,radlex,pancreatic nucleation,Pankreasenukleation,,,,A00.radlex
RID1657,radlex,pancreaticoduodenectomy,Pankreatikoduodenotomie,,,,A00.radlex
RID1658,radlex,pancreatectomy,Pankreatektomie,,,,A00.radlex
RID1659,radlex,direct pancreatic ductal drainage,Direkte Pankreasgangdrainage,,Puestow procedure,,A00.radlex
RID1661,radlex,Pylorus-sparing Whipple procedure,Pylorus-erhaltende Whipple Operation,,,,A00.radlex
RID1662,radlex,tumor enucleation,Tumorenukleation,,,,A00.radlex
RID1663,radlex,Beger Procedure,Berger-Operation,,,,A00.radlex
RID1664,radlex,Frey procedure,Frey-Operation,,,,A00.radlex
RID1666,radlex,pancreatic sparing duodenectomy,Pankreas-erhaltende Duodenektomie,,,,A00.radlex
RID1667,radlex,cyst-gastrostomy,Zystgastostomie,,,,A00.radlex
RID1668,radlex,exocrine anastomotic leak,Exokrines Anastomosenleck,,,,A00.radlex
RID1669,radlex,gallbladder or bile duct surgery,Enteroenterische Anastomose,,,,A00.radlex
RID1670,radlex,cholecystectomy,Cholezystektomie,,,,A00.radlex
RID1671,radlex,cholecystostomy,Cholezystostomie,,,,A00.radlex
RID1672,radlex,dropped gallstones,verlorene Gallensteine,,,,A00.radlex
RID1673,radlex,extraction of biliary calculi,Extraktion von Gallengrieß,,,,A00.radlex
RID1674,radlex,sphincterotomy,Sphinkterotomie,,,,A00.radlex
RID1675,radlex,T tube placement,T Drainage Anlage,,,,A00.radlex
RID1676,radlex,bile-duct exploration,Gallengangsexploration,,,,A00.radlex
RID1677,radlex,biliary-enteric anastomosis,Biliäre-enterische Anastomose,,,,A00.radlex
RID1678,radlex,biliopancreatic diversion,Biliopankreatische Diversion,,,,A00.radlex
RID1679,radlex,biliopancreatic diversion with duodenal switch,Biliopankreatische Diversion mit Duodenalswitch,,,,A00.radlex
RID1680,radlex,biliary bypass procedure,Biliäre Bypass-Operation,,,,A00.radlex
RID1681,radlex,cholecystojejunostomy,Cholezystojejunostomie,,,,A00.radlex
RID1682,radlex,choledochocholedochostomy,Choledochocholedochostomie,,choledocho-choledochostomy,,A00.radlex
RID1683,radlex,choledochoduodenostomy,Choledochoduodenostomie,,choledocho-duodenostomy,,A00.radlex
RID1684,radlex,choledochojejunostomy,Choledochojejunostomie,,,,A00.radlex
RID1685,radlex,hepaticojejunostomy,Hepatikojejunostomie,,hepatico-jejunostomy,,A00.radlex
RID1686,radlex,small bowel surgery,Dünndarmoperation,,,,A00.radlex
RID1687,radlex,blind pouch,Blind endender Pouch,,,,A00.radlex
RID1688,radlex,blind loop,Blinde Schlinge,,,,A00.radlex
RID1689,radlex,enteroenteric anastomosis,Enteroenterische Anastomose,,,,A00.radlex
RID1690,radlex,enterectomy,Enterektomie,,,,A00.radlex
RID1691,radlex,Enterotomy,Enterotomie,,,,A00.radlex
RID1692,radlex,enterostomy,Enterostomie,,,,A00.radlex
RID1693,radlex,ileostomy,Ileostomie,,,,A00.radlex
RID1694,radlex,jejunostomy,Jejunostomie,,,,A00.radlex
RID1695,radlex,gastroileostomy,Gastroileostomie,,,,A00.radlex
RID1696,radlex,ileal reservoir,Ileumreservoir,,,,A00.radlex
RID1697,radlex,continent ileostomy reservoir,Kontinentes Ileostomie Reservoir,,,,A00.radlex
RID1698,radlex,Kock pouch,Kock-Pouch,,Koch pouch,,A00.radlex
RID1700,radlex,ileoanal pouch,Ileoanaler Pouch,,ileo-anal pouch,,A00.radlex
RID1701,radlex,J pouch,J-Pouch,,,,A00.radlex
RID1702,radlex,S pouch,S-Pouch,,,,A00.radlex
RID1703,radlex,side-to-side pouch,Seit-zu-Seit Pouch,,Fonkalsrud pouch,,A00.radlex
RID1705,radlex,jejunoileal bypass,Jejunoilealer Bypass,,jejuno-ileal bypass,,A00.radlex
RID1706,radlex,plication,Duplikatur,,,,A00.radlex
RID1707,radlex,small bowel transplantation,Dünndarmtransplantation,,,,A00.radlex
RID1708,radlex,stricturoplasty,Strikturoplastik,,,,A00.radlex
RID1709,radlex,cystojejunostomy,Zystojejunostomie,,,,A00.radlex
RID1710,radlex,colon surgery,Dickdarmoperation,,,,A00.radlex
RID1711,radlex,appendectomy,Appendektomie,,,,A00.radlex
RID1712,radlex,cecostomy,Zökostomie,,,,A00.radlex
RID1713,radlex,colonic resection,Kolonresektion,,,,A00.radlex
RID1714,radlex,segmental colonic resection,Kolonsegmentresektion,,,,A00.radlex
RID1715,radlex,anterior resection,Anteriore Resektion,,,,A00.radlex
RID1716,radlex,low anterior resection,Untere anteriore Resektion,,,,A00.radlex
RID1717,radlex,abdominoperineal resection,Abdominoperineale Resektion,,,,A00.radlex
RID1718,radlex,right hemicolectomy,Hemikolektomie rechts,,,,A00.radlex
RID1719,radlex,left hemicolectomy,Hemikolektomie links,,,,A00.radlex
RID1720,radlex,total colectomy,Totale Kolektomie,,,,A00.radlex
RID1721,radlex,total proctocolectomy,Totale Proktokolektomie,,,,A00.radlex
RID1722,radlex,subtotal colectomy,Subtotale Kolektomie,,,,A00.radlex
RID1723,radlex,colostomy,Kolostomie,,,,A00.radlex
RID1724,radlex,end colostomy,Endkolostomie,,,,A00.radlex
RID1725,radlex,loop colostomy,Loop-Kolostomie,,,,A00.radlex
RID1726,radlex,double-barreled colostomy,Doppelläufige Kolostomie,,,,A00.radlex
RID1727,radlex,end colostomy with a mucous fistula,Endständige Kolostomie mit Schleimfistel,,,,A00.radlex
RID1728,radlex,Hartmann pouch,Hartmann-Pouch,,Hartmann’s pouch,,A00.radlex
RID1729,radlex,bowel anastomosis,Darmanastomose,,,,A00.radlex
RID1730,radlex,ileoanal pull-through,Ileoanale Anastomose,,ileo-anal pull-through,,A00.radlex
RID1731,radlex,coloanal pull-through,Koloanale Anastomose,,,,A00.radlex
RID1732,radlex,ileocecectomy,Ileozökalektomie,,ileo-cecectomy,,A00.radlex
RID1733,radlex,ileosigmoid anastomosis,Ileosigmoidanastomose,,ileo-sigmoid anastomosis,,A00.radlex
RID1734,radlex,ileotransverse anastomosis,Ileotransversumanastomose,,ileo-transverse anastomosis,,A00.radlex
RID1735,radlex,coloanal anastomosis,Koloanale Anastomose,,colo-anal anastomosis,,A00.radlex
RID1736,radlex,mucous fistula,Schleimfistel,,,,A00.radlex
RID1737,radlex,polypectomy,Polypektomie,,,,A00.radlex
RID1738,radlex,uretero-sigmoid anastomosis,Ureterosigmoidanastomose,,,,A00.radlex
RID1739,radlex,omental or mesenteric surgery,große Netz- oder mesenteriale Operation,,,,A00.radlex
RID1740,radlex,omentectomy,Omentektomie,,,,A00.radlex
RID1741,radlex,abdominal wall surgery,Operation Bachwandhernie,,,,A00.radlex
RID1742,radlex,abdominoplasty,Abdominoplastie,,,,A00.radlex
RID1743,radlex,herniorrhaphy,Hernienraffung,,,,A00.radlex
RID1744,radlex,kidney surgery,Nierenoperation,,,,A00.radlex
RID1745,radlex,nephrectomy,Nephrektomie,,,,A00.radlex
RID1746,radlex,nephrostomy,Nephrostomie,,,,A00.radlex
RID1747,radlex,pyeloplasty,Pyeloplastik,,,,A00.radlex
RID1749,radlex,renal autotransplantation,Autologe Nierentransplantation,,,,A00.radlex
RID1750,radlex,percutaneous nephrostolithotomy,Perkutane Nephrostolithotomie,,"nephrostolithotomy, percutaneous",,A00.radlex
RID1751,radlex,nephroureterectomy,Nephroureterektomie,,,,A00.radlex
RID1752,radlex,nephropexy,Nephropexie,,,,A00.radlex
RID1753,radlex,nephrolitholapaxy,Nephrolitholapaxie,,,,A00.radlex
RID1754,radlex,cryoablation,Kryoablation,,,,A00.radlex
RID1755,radlex,adrenal surgery,Nebennierenoperation,,,,A00.radlex
RID1756,radlex,adrenalectomy,Adrenektomie,,,,A00.radlex
RID1757,radlex,ureter surgery,Ureteroperation,,,,A00.radlex
RID1758,radlex,ureterostomy,Ureterostomie,,,,A00.radlex
RID1759,radlex,ureterocalycostomy,Ureterokalikostomie,,,,A00.radlex
RID1760,radlex,transuretero ureterostomy,Transuretero-Ureterostomie,,trans-uretero ureterostomy,,A00.radlex
RID1761,radlex,ileal ureter construction,Ileale Ureterkonstruktion,,,,A00.radlex
RID1762,radlex,ureterectomy,Ureterektomie,,,,A00.radlex
RID1763,radlex,ureteroneocystostomy,Ureterozystostomie,,,,A00.radlex
RID1764,radlex,ureteral reimplantation,Ureterreimplantation,,ureteral re-implantation,,A00.radlex
RID1765,radlex,ureterolysis,Ureterolyse,,,,A00.radlex
RID1766,radlex,endopyelotomy,Endopyelotomie,,,,A00.radlex
RID1767,radlex,bladder surgery,Harnblasenoperation,,,,A00.radlex
RID1768,radlex,augmentation cystoplasty,Augmentative Harnblasenplastik,,,,A00.radlex
RID1769,radlex,partial cystectomy,Partielle Zystektomie,,,,A00.radlex
RID1770,radlex,cystoprostatectomy,Zystoprostatektomie,,,,A00.radlex
RID1771,radlex,cystectomy,Zystektomie,,,,A00.radlex
RID1772,radlex,Boari flap,Boari-flap,,,,A00.radlex
RID1773,radlex,psoas hitch,Psoas-hitch,,,,A00.radlex
RID1774,radlex,cystotomy,Zystostomie,,,,A00.radlex
RID1775,radlex,vesicostomy,Vesikostomie,,,,A00.radlex
RID1776,radlex,cystodiathermy of tumor,Diathermie bei Harnblasentumor,,,,A00.radlex
RID1777,radlex,urinary diversion,Harnableitung,,,,A00.radlex
RID1778,radlex,ileal conduit,Ileumconduit,,,,A00.radlex
RID1779,radlex,colon loop diversion,Colon-loop Ableitung,,,,A00.radlex
RID1780,radlex,Studer pouch,Neoblase nach Studer,,neobladder|orthotopic bladder,,A00.radlex
RID1783,radlex,Indiana pouch,Indiana-Pouch,,,,A00.radlex
RID1784,radlex,ureterosigmoidostomy,Ureterosigmoidostomie,,,,A00.radlex
RID1785,radlex,perineal urethrostomy,Perineale Urethrostomie,,,,A00.radlex
RID1786,radlex,urethral surgery,Harnröhrenoperation,,,,A00.radlex
RID1787,radlex,urethroplasty,Urethraplastik,,,,A00.radlex
RID1788,radlex,epispadias repair,Epispadiekorrektur,,,,A00.radlex
RID1789,radlex,hypospadias repair,Hypospadiekorrektur,,,,A00.radlex
RID1790,radlex,urethrectomy,Urethrektomie,,,,A00.radlex
RID1791,radlex,internal urethrotomy,Interne Urethrotomie,,,,A00.radlex
RID1792,radlex,urethrostomy,Urethrostomie,,,,A00.radlex
RID1793,radlex,prostate surgery,Prostataoperation,,,,A00.radlex
RID1794,radlex,prostatectomy,Prostatektomie,,,,A00.radlex
RID1795,radlex,androgen ablation therapy,Androgene Ablationstherapie,,,,A00.radlex
RID1796,radlex,cryosurgical ablation,Kryochirurgische Ablation,,,,A00.radlex
RID1797,radlex,prostatotomy,Prostatomie,,,,A00.radlex
RID1798,radlex,testis vas deferens or seminal vesicle surgery,"Hoden-, Samenleiter- oder Samenblasenoperation",,"testis, vas deferens, or seminal vesicle surgery",,A00.radlex
RID1799,radlex,orchiectomy,Orchiektomie,,,,A00.radlex
RID1800,radlex,testicular prosthesis,Hodenprothese,,,,A00.radlex
RID1801,radlex,orchiopexy,Orchiopexie,,,,A00.radlex
RID1802,radlex,orchioplasty,Hodenplastik,,,,A00.radlex
RID1803,radlex,orchiotomy,Orchiotomie,,,,A00.radlex
RID1804,radlex,varicocelectomy,Varikozelektomie,,,,A00.radlex
RID1805,radlex,vasectomy,Vasektomie,,,,A00.radlex
RID1806,radlex,transvesical seminal vesiculostomy,Transvesikale Vesikulektomie,,"seminal vesiculostomy, transvesical",,A00.radlex
RID1807,radlex,seminal vesiculectomy,Vesikulektomie,,,,A00.radlex
RID1808,radlex,lymph node surgery,Lymphknotenoperation,,,,A00.radlex
RID1809,radlex,lymph node dissection,Lymphknotendissektion,,,,A00.radlex
RID1810,radlex,lymphadenectomy,Lymphadenektomie,,,,A00.radlex
RID1811,radlex,ovaries or adnexal surgery,Ovar-oder Adnexoperation,,,,A00.radlex
RID1812,radlex,salpingo-oophorectomy,Salpingo-Oophorektomie,,,,A00.radlex
RID1813,radlex,ovarian autotransplantation,Autotransplantation des Ovars,,,,A00.radlex
RID1814,radlex,salpingoplasty,Salpingoplastik,,,,A00.radlex
RID1815,radlex,Fallopian tube recanalization,Eileiterrekanalisation,,,,A00.radlex
RID1816,radlex,uterus surgery,Uterusoperation,,,,A00.radlex
RID1817,radlex,uterine artery embolization,Embolisation Uterusarterie,,,,A00.radlex
RID1818,radlex,dilation and curettage,Dilatation und Kürettage,,D&C,,A00.radlex
RID1820,radlex,dilation and evacuation,Dilatation und Exkavation,,D&E,,A00.radlex
RID1822,radlex,myomectomy,Myomektomie,,,,A00.radlex
RID1823,radlex,Cesarean section,Kaiserschnitt,,C-section|cesarean-section,,A00.radlex
RID1825,radlex,abortion,Abort,,,,A00.radlex
RID1826,radlex,hysterectomy,Hysterektomie,,,,A00.radlex
RID1827,radlex,endometrectomy,Endometrektomie,,,,A00.radlex
RID1828,radlex,endometriomectomy,Endometriomektomie,,,,A00.radlex
RID1829,radlex,vaginal or labial surgery,Vagina- oder Schamlippenoperation,,,,A00.radlex
RID1830,radlex,vaginectomy,Vaginektomie,,,,A00.radlex
RID1831,radlex,vaginoplasty,Vaginaplastik,,,,A00.radlex
RID1832,radlex,episiotomy,Episiotomie,,,,A00.radlex
RID1833,radlex,labioplasty,Schamlippenplastik,,,,A00.radlex
RID1834,radlex,hymenoplasty,Hymenplastik,,hymenorraphy,,A00.radlex
RID1836,radlex,vaginal delivery,Vaginale Geburt,,,,A00.radlex
RID1837,radlex,orthopedic surgery,Orthopädische Operation,,,,A00.radlex
RID1838,radlex,fracture augmentation,Frakturerhöhung,,,,A00.radlex
RID1839,radlex,vertebroplasty,Vertebroplastie,,vertebro|vplasty,,A00.radlex
RID1840,radlex,kyphoplasty,Kyphoplastie,,balloon kyphoplasty,,A00.radlex
RID1841,radlex,fracture fixation,Frakturfixation,,,,A00.radlex
RID1842,radlex,osteotomy,Osteostomie,,,,A00.radlex
RID1843,radlex,joint reconstruction,Gelenkrekonstruktion,,,,A00.radlex
RID1844,radlex,arthrodesis,Arthrodese,,,,A00.radlex
RID1845,radlex,arthroplasty,Arthroplastie,,,,A00.radlex
RID1846,radlex,unicompartmental arthroplasty,Ein-Kompartiment Arthroplastie,,,,A00.radlex
RID1847,radlex,hemiarthroplasty,Hemiarthroplastie,,,,A00.radlex
RID1848,radlex,bone grafting,Knochentransplantat,,,,A00.radlex
RID1849,radlex,radiofrequency ablation,Radiofrequenzablation,,,,A00.radlex
RID28501,radlex,broncholith,Broncholith,,,,A00.radlex
RID28503,radlex,bullous emphysema,bullöses Lungenemphysem,,,,A00.radlex
RID28504,radlex,centrilobular emphysema,zentrilobuläres Lungenemphysem,,,,A00.radlex
RID28507,radlex,mycetoma,Myzetom,,fungus ball,,A00.radlex
RID28508,radlex,chronic fibrosing interstitial pneumonia,chronische fibrosierende interstitielle Pneumonie,,,,A00.radlex
RID28510,radlex,interlobular septal thickening,verdickte interlobuläre Septen,,,,A00.radlex
RID28511,radlex,interstitial emphysema,interstitielles Lungenemphysem,,,,A00.radlex
RID28513,radlex,linear atelectasis,lineare Atelektase,,discoid atelectasis|platelike atelectasis,,A00.radlex
RID28515,radlex,lymphoid interstitial pneumonia,lymphozytäre interstitielle Pneumonie,,,lymphoide interstitielle Pneumonie,A00.radlex
RID28518,radlex,organizing pneumonia,organisierende Pneumonie,,,,A00.radlex
RID28519,radlex,panacinar emphysema,panlobuläres Lungenemphysem,,,panazinäres Lungenemphysem,A00.radlex
RID28520,radlex,paraseptal emphysema,paraseptales Lungenemphysem,,,,A00.radlex
RID28525,radlex,tension pneumothorax,Spannungspneumothorax,,,,A00.radlex
RID28528,radlex,traction bronchiectasis,Traktionsbronchiektase,,,,A00.radlex
RID28529,radlex,traction bronchiolectasis,Traktionsbronchiolektase,,,,A00.radlex
RID28537,radlex,air trapping,dynamische Lungenüberblähung,,gas trapping,air trapping,A00.radlex
RID28549,radlex,enterography,Enterographie,,entero,,A00.radlex
RID28550,radlex,portography,Portographie,,porto,,A00.radlex
RID28706,radlex,densitometry,Densitometrie,,densito,,A00.radlex
RID28707,radlex,device placement procedure,Materialplatzierung,,device placement|place,,A00.radlex
RID28708,radlex,localization,Lokalisation,,localiz,,A00.radlex
RID28768,radlex,imaging without IV contrast,Bildgebung ohne intravenös verabreichtes Kontrastmittel,,,,A00.radlex
RID28769,radlex,imaging with IV contrast,Bildgebung mit intravenös verabreichtem Kontrastmittel,,,,A00.radlex
RID28771,radlex,imaging without then with IV contrast,Bildgebung ohne und anschließend mit intravenös verabreichtem Kontrastmittel,,,,A00.radlex
RID28792,radlex,anosmia,Anosmie,,,,A00.radlex
