concept_id,source,en,de,tr,aliases_en,aliases_de,tree
RID0,radlex,RadLex ontology entity,Einheit der Radlex-Ontologie,,,,A00.radlex
RID1,radlex,RadLex entity,Radlex-Einheit,,,,A00.radlex
RID10,radlex,image quality,Bildqualität,,,,A00.radlex
RID10012,radlex,palatine aponeurosis,Gaumenaponeurose,,,Aponeurosis palatina,A00.radlex
RID10013,radlex,levator veli palatini muscle,Musculus levator veli palatini,,,,A00.radlex
RID10014,radlex,tensor veli palatini muscle,Musculus tensor veli palatini,,,,A00.radlex
RID10015,radlex,musculus uvulae muscle,Musculus uvulae,,uvular muscle,,A00.radlex
RID10045,radlex,vomeronasal organ,Jacobson-Organ,,Jacobson organ,,A00.radlex
RID10047,radlex,supreme nasal turbinate,Concha nasalis suprema,,highest nasal turbinate,,A00.radlex
RID10049,radlex,superior nasal turbinate,Concha nasalis superior,,,,A00.radlex
RID10050,radlex,middle nasal turbinate,Concha nasalis media,,,,A00.radlex
RID10051,radlex,inferior nasal turbinate,Concha nasalis inferior,,,,A00.radlex
RID10087,radlex,helicis major muscle,Musculus helicis major,,,,A00.radlex
RID10088,radlex,helicis minor muscle,Musculus helicis minor,,,,A00.radlex
RID10089,radlex,tragicus muscle,Musculus tragicus,,,,A00.radlex
RID1009,radlex,systemic vein,Systemische Vene,,,,A00.radlex
RID10090,radlex,pyramidal muscle of auricle,Musculus pyramidalis auriculae,,,,A00.radlex
RID10091,radlex,antitragus muscle,Musculus antitragus,,,,A00.radlex
RID10092,radlex,transverse muscle of auricle,Musculus transversus auriculae,,,,A00.radlex
RID10093,radlex,oblique muscle of auricle,Musculus obliquus auriculae,,,,A00.radlex
RID101,radlex,upper esophageal sphincter,Oberer Ösophagussphinkter,,,,A00.radlex
RID10178,radlex,anterior ligament of malleus,vorderes Hammerband,,,,A00.radlex
RID10179,radlex,superior ligament of malleus,oberes Hammerband,,,,A00.radlex
RID10180,radlex,lateral ligament of malleus,seitliches Hammerband,,,,A00.radlex
RID10181,radlex,superior ligament of incus,Oberes Ambossband,,,,A00.radlex
RID10182,radlex,posterior ligament of incus,hinteres Hammerband,,,,A00.radlex
RID10183,radlex,stapedial membrane,Steigbügelmembran,,,,A00.radlex
RID10184,radlex,annular ligament of stapes,ringförmiges Steigbügelband,,,,A00.radlex
RID10187,radlex,tensor tympani,Musculus tensor tympani,,,,A00.radlex
RID10188,radlex,stapedius,Musculus stapedius,,,,A00.radlex
RID10259,radlex,utricular duct,Ductus utricularis,,,,A00.radlex
RID10260,radlex,saccular duct,Ductus saccularis,,,,A00.radlex
RID10309,radlex,labyrinthine vein,Vena labyrinthi,,internal auditory vein,,A00.radlex
RID10311,radlex,imaging modality,Bildgebende Modalität,,,,A00.radlex
RID10315,radlex,magnetic resonance spectroscopy,Magnetresonanzspektroskopie,,spectro,,A00.radlex
RID10317,radlex,functional magnetic resonance imaging,funktionelle Magnetresonanztomographie,,functional MRI,fMRT,A00.radlex
RID10319,radlex,magnetic resonance angiography,Magnetresonanzangiographie,,,,A00.radlex
RID10323,radlex,quantitative computed tomography,quantitative Computertomografie,,quantitative CT,,A00.radlex
RID10330,radlex,nuclear medicine imaging,Nuklearmedizinische Bildgebung,,,,A00.radlex
RID10332,radlex,single photon imaging,Einzelphotonenbildgebung,,,,A00.radlex
RID10333,radlex,planar nuclear medicine imaging,Planare nuklearmedizinische Bildgebung,,,,A00.radlex
RID10336,radlex,bremsstrahlung imaging,Bildgebung mittels Bremsstrahlung,,,,A00.radlex
RID10349,radlex,computed radiography,Computerradiographie,,,,A00.radlex
RID10351,radlex,digital radiography,Digitale Radiographie,,,,A00.radlex
RID10353,radlex,screen-film radiography,Konventionelle Radiographie,,conventional radiography|plain film radiography,,A00.radlex
RID10356,radlex,dual-energy subtraction radiography,Dual-energy Subtraktionsradiographie,,,,A00.radlex
RID10358,radlex,conventional tomography,Konventionelle Tomographie,,,,A00.radlex
RID10359,radlex,tomosynthesis,Tomosynthese,,,,A00.radlex
RID10360,radlex,panographic radiograph,Panoramaradiographie,,,,A00.radlex
RID10363,radlex,dual energy xray absorptiometry,Dual-energy Röntgenabsorptiometrie,,DXA|dual energy x-ray absorptiometry,,A00.radlex
RID10365,radlex,catheter angiography,Katheterangiographie,,DSA,,A00.radlex
RID10367,radlex,interventional radiology procedure,Interventionell-radiologische Prozedur,,Ir|interventional radiology,,A00.radlex
RID10370,radlex,modality descriptor,Modifikator Modalität,,,,A00.radlex
RID10373,radlex,arthrography,Arthrographie,,arthro,,A00.radlex
RID10374,radlex,diffusion,Diffusion,,,,A00.radlex
RID10375,radlex,Doppler,Doppler,,,,A00.radlex
RID10376,radlex,perfusion imaging,Perfusionsbildgebung,,,,A00.radlex
RID10377,radlex,spectroscopy,Spektroskopie,,,,A00.radlex
RID10378,radlex,functional,funktionell,,,,A00.radlex
RID10379,radlex,venography,Venographie,,veno,,A00.radlex
RID10381,radlex,intervention,Intervention,,,,A00.radlex
RID10382,radlex,orderable technique,anforderbare Technik,,,,A00.radlex
RID10383,radlex,portable,portabel,,bedside|port,,A00.radlex
RID10385,radlex,dynamic,dynamisch,,,,A00.radlex
RID10386,radlex,limited evaluation,eingeschränkte Evaluation,,,,A00.radlex
RID10387,radlex,complete evaluation,komplette Evaluation,,,,A00.radlex
RID10388,radlex,orderable priority,anforderbare Priorität,,,,A00.radlex
RID10389,radlex,stat blue,Stat Blue,,,,A00.radlex
RID10390,radlex,stat,sofort,,,,A00.radlex
RID10391,radlex,urgent,dringend,,,,A00.radlex
RID10392,radlex,routine,Routine,,,,A00.radlex
RID10393,radlex,imaging purpose,Bildgebungszweck,,reason for exam,,A00.radlex
RID10394,radlex,diagnosis,Diagnose,,dx,,A00.radlex
RID10395,radlex,marking for intervention,Markierung für Intervention,,,,A00.radlex
RID10397,radlex,ablation,Ablation,,ablat|ablate,,A00.radlex
RID10398,radlex,aspiration of bodily substance,Gewebeaspiration,,aspiration of tissue or fluid|centesis|tissue or fluid aspiration,Aspiration,A00.radlex
RID10399,radlex,dilation of structure,Dilatation einer Struktur,,,,A00.radlex
RID10401,radlex,atherectomy,Atherektomie,,,,A00.radlex
RID10402,radlex,stent placement,Stentplatzierung,,,,A00.radlex
RID10403,radlex,thrombolysis,Thrombolyse,,,,A00.radlex
RID10404,radlex,embolization,Embolisation,,embolize,,A00.radlex
RID10405,radlex,temporary occlusion,temporärer Verschluss,,,,A00.radlex
RID10406,radlex,infusion,Infusion,,,,A00.radlex
RID10407,radlex,repair,Wiederherstellung,,,,A00.radlex
RID10408,radlex,object retrieval,Bergung,,retrieval,,A00.radlex
RID10409,radlex,measurement type,Messung,,measure|measurement|type of measurement,,A00.radlex
RID10410,radlex,narrow,Eingrenzung,,,,A00.radlex
RID10412,radlex,thrombectomy,Thrombektomie,,clot removal,,A00.radlex
RID10415,radlex,device removal,Materialentfernung,,,,A00.radlex
RID10416,radlex,shunt creation,Shuntanlage,,,,A00.radlex
RID10417,radlex,drainage,Drainage,,,,A00.radlex
RID10418,radlex,direct injection,Direktinjektion,,,,A00.radlex
RID10419,radlex,brachytherapy,Brachytherapie,,,,A00.radlex
RID10420,radlex,patient position,Patientenposition,,,,A00.radlex
RID10421,radlex,supine position,Rückenlage,,sup|supine,,A00.radlex
RID10422,radlex,prone position,Bauchlage,,pro|prone,,A00.radlex
RID10423,radlex,decubitus position,liegend,,decub|decubitis|decubitus,,A00.radlex
RID10424,radlex,right lateral decubitus position,rechtsliegend,,right decubitis|right decubitus|right lateral decubitus|rt decub,,A00.radlex
RID10425,radlex,left lateral decubitus position,linksliegend,,left decubitis|left decubitus|left lateral decubitus|lt decub,,A00.radlex
RID10426,radlex,dorsal decubitus position,auf dem Rücken liegend,,dorsal decubitis|dorsal decubitus,,A00.radlex
RID10427,radlex,extension position,ausgestreckte Position,,extension,,A00.radlex
RID10428,radlex,hyperextension position,überstreckte Position,,hyperex|hyperextension,,A00.radlex
RID10429,radlex,flexion position,Flexionsstellung,,flex|flexion,,A00.radlex
RID10430,radlex,hyperflexion position,hyperflektierte Position,,hyperflex|hyperflexion,,A00.radlex
RID10431,radlex,partial flexion position,partielle Flexionsstellung,,part flex|partial flexion,,A00.radlex
RID10432,radlex,patient rotation position,Patientenrotation,,patient rotation,,A00.radlex
RID10433,radlex,external rotation position,Außenrotation,,ext rot|external rotation,,A00.radlex
RID10434,radlex,internal rotation position,Innenrotation,,int rot|internal rotation,,A00.radlex
RID10435,radlex,lateral rotation position,laterale Rotation,,lat rot|lateral rotation,,A00.radlex
RID10436,radlex,medial rotation position,mediale rotation,,med rot|medial rotation,,A00.radlex
RID10438,radlex,lateral supine position,seitlich in Bauchlage,,lateral supine,,A00.radlex
RID10439,radlex,lateral decubitus position,seitliche Dekubituslagerung,,lateral decubitus,,A00.radlex
RID10440,radlex,oblique position,schräge Position,,,schräg,A00.radlex
RID10441,radlex,left anterior oblique position,links anterior schräg,,lao|left anterior oblique,,A00.radlex
RID10442,radlex,left posterior oblique position,links posterior schräg,,left posterior oblique|lpo,,A00.radlex
RID10443,radlex,right anterior oblique position,rechts anterior schräg,,rao|right anterior oblique,,A00.radlex
RID10444,radlex,right posterior oblique position,rechts posterior schräg,,right posterior oblique|rpo,,A00.radlex
RID10445,radlex,deviation position,zur Seite gebogene / zur Seite abweichende Position,,deviation,,A00.radlex
RID10446,radlex,radial deviation position,Radialdeviation,,rad dev|radial deviation|radial deviation rotation,,A00.radlex
RID10447,radlex,ulnar deviation position,Ulnadeviation,,uln dev|ulnar deviation,,A00.radlex
RID10448,radlex,bending position,gebeutgte Position,,bending,,A00.radlex
RID10449,radlex,lordotic position,lordotisch,,lord|lordotic,,A00.radlex
RID10450,radlex,neutral position,Neutralstellung,,neutral,,A00.radlex
RID10451,radlex,open mouth position,geöffneter Mund,,open mouth,,A00.radlex
RID10452,radlex,sitting position,sitzend,,sitting,,A00.radlex
RID10453,radlex,standing position,stehend,,stand|standing,,A00.radlex
RID10455,radlex,upright position,aufrechte Position,,erect|upright,aufrecht,A00.radlex
RID10457,radlex,shoulder extension,Schulterextension,,,,A00.radlex
RID10459,radlex,ventral position,ventrale Position,,,,A00.radlex
RID10460,radlex,held position,gehalten,,being held,,A00.radlex
RID10461,radlex,patient orientation,Patientenorientierung,,,,A00.radlex
RID10462,radlex,head first orientation,Orientierung kopfwärts,,,,A00.radlex
RID10463,radlex,feet first orientation,Orientierung fußwärts,,,,A00.radlex
RID10464,radlex,patient maneuver,Patientenmanöver,,,,A00.radlex
RID10465,radlex,augmentation maneuver,Augmentation,,,,A00.radlex
RID10466,radlex,compression of tissue,Gewebekompression,,,,A00.radlex
RID10467,radlex,exhalation maneuver,Exspiration,,exp|expiration maneuver,,A00.radlex
RID10468,radlex,inspiration maneuver,Inspiration,,insp,,A00.radlex
RID10469,radlex,temporal tap,temporale Arterienbiopsie,,,,A00.radlex
RID10470,radlex,Valsalva maneuver,Valsalva-Manöver,,,,A00.radlex
RID10471,radlex,straining maneuver,anspannen,,strain maneuver,,A00.radlex
RID10472,radlex,musculoskeletal stress maneuver,muskuloskeletales Stressmanöver,,,,A00.radlex
RID10473,radlex,Mueller maneuver,Müller-Manöver,,Muller maneuver,,A00.radlex
RID10475,radlex,stress maneuver,Belastungsmanöver,,,,A00.radlex
RID10476,radlex,physiological stress,physiologische Belastung,,stress,,A00.radlex
RID10477,radlex,exercise stress maneuver,Belastungstest,,,,A00.radlex
RID10478,radlex,treadmill exercise,Laufbandbelastung,,,,A00.radlex
RID10479,radlex,Naughton protocol exercise,Belastung nach Naughton Protokoll,,,,A00.radlex
RID10480,radlex,Bruce protocol exercise,Belastung nach Bruce Protokoll,,,,A00.radlex
RID10481,radlex,modified Bruce protocol exercise,Belastung nach modifiziertem Bruce Protokoll,,,,A00.radlex
RID10482,radlex,bicycle exercise,Fahrradbelastung,,ergometer exercise,,A00.radlex
RID10484,radlex,leg pedaling exercise,Beinpedalbelastung,,,,A00.radlex
RID10485,radlex,arm pedaling exercise,Armpedalbelastung,,,,A00.radlex
RID10486,radlex,cardiac pacing stress,Herzfrequenzstress,,,,A00.radlex
RID10487,radlex,cold pressor stress,Cold-Pressor-Test,,,,A00.radlex
RID10488,radlex,hand exercises,Handbelastung,,,,A00.radlex
RID10489,radlex,pharmacologic stress,pharmakologische Belastung,,,,A00.radlex
RID10490,radlex,adenosine stress,Adenosinbelastung,,,,A00.radlex
RID10491,radlex,dipyridamole stress,Dipyridamolbelastung,,,,A00.radlex
RID10492,radlex,dobutamine stress,Dobutaminbelastung,,,,A00.radlex
RID10493,radlex,mental stress,mentale Belastung,,,,A00.radlex
RID10494,radlex,breathing maneuver,Atemkommando,,,,A00.radlex
RID10495,radlex,no breathhold instruction,kein Atemanhaltekommando,,,,A00.radlex
RID10496,radlex,continuous breathing maneuver,kontinuierliches Atemkommando,,,,A00.radlex
RID10497,radlex,deep breaths,tiefe Atmung,,,,A00.radlex
RID10498,radlex,shallow breaths,flache Atmung,,,,A00.radlex
RID10499,radlex,breathing suspension,Atemunterbrechung,,,,A00.radlex
RID105,radlex,lower esophageal muscular ring,Unterer ösophagealer Muskelring,,A ring,,A00.radlex
RID10500,radlex,inspiratory breathhold instruction,inspiratorisches Atemanhaltekommando,,,,A00.radlex
RID10501,radlex,expiratory breathhold instruction,exspiratorisches Atemanhaltekommando,,,,A00.radlex
RID10502,radlex,active expiration,aktive Exspiration,,,,A00.radlex
RID10503,radlex,end expiration,Endexspiration,,,,A00.radlex
RID10504,radlex,breast view,Brustmanöver,,,,A00.radlex
RID10505,radlex,rolled lateral breast view,Lateral gerollt,,rolled lateral,gerollt lateral,A00.radlex
RID10506,radlex,rolled medial breast view,Medial gerollt,,rolled medial,gerollt medial,A00.radlex
RID10507,radlex,rolled inferior breast view,inferior gerollt,,rolled inferior,gerollt inferior,A00.radlex
RID10508,radlex,rolled superior breast view,superior gerollt,,,gerollt superior,A00.radlex
RID10509,radlex,implant displaced,Implantatverlagerung,,impl dep,,A00.radlex
RID10510,radlex,radiography procedure attribute,Attribut Radiographieverfahren,,,,A00.radlex
RID10511,radlex,radiographic projection,radiographische Projektion,,central ray angulation|projection,,A00.radlex
RID10512,radlex,AP axial oblique projection,AP axial oblique Projektion,,anteroposterior axial oblique projection|anteroposterior axial oblique ray,,A00.radlex
RID10513,radlex,AP axial projection,AP axiale Projektion,,anteroposterior axial projection|anteroposterior axial ray,,A00.radlex
RID10514,radlex,axial projection,axiale Projektion,,,,A00.radlex
RID10515,radlex,axiolateral projection,axiolaterale Projektion,,,,A00.radlex
RID10516,radlex,craniocaudal exaggerated laterally projection,kranio-kaudal nach medial gedrehte Projektion,,cranio-caudal exaggerated laterally projection,,A00.radlex
RID10517,radlex,craniocaudal exaggerated medially projection,kranio-kaudal nach lateral gedrehte Projektion,,cranio-caudal exaggerated medially projection,,A00.radlex
RID10518,radlex,caudocranial projection,kaudo-kraniale Projektion,,caudo-cranial projection,,A00.radlex
RID10519,radlex,craniocaudal projection,kranio-kaudale Projektion,,cranio-caudal projection|craniocaudal ray,,A00.radlex
RID10520,radlex,exaggerated craniocaudal projection,gedrehte kranio-kaudale Projektion,,exaggerated cranio caudal projection|exaggerated craniocaudal ray,,A00.radlex
RID10521,radlex,frontal projection,frontale Projektion,,frontal ray,,A00.radlex
RID10522,radlex,inferosuperior axial projection,inferosuperior axiale Projektion,,,,A00.radlex
RID10523,radlex,lateral projection,laterale Projektion,,lateral ray,,A00.radlex
RID10524,radlex,lateromedial projection,latero-mediale Projektion,,latero-medial projection|lateromedial ray,,A00.radlex
RID10525,radlex,lateromedial oblique projection,latero-medial oblique Projektion,,latero-medial oblique projection|lateromedial oblique ray,,A00.radlex
RID10526,radlex,mediolateral projection,medio-laterale Projektion,,medio-lateral projection|mediolateral ray,,A00.radlex
RID10527,radlex,mediolateral oblique projection,medio-lateral oblique Projektion,,medio-lateral oblique projection|mediolateral oblique ray,,A00.radlex
RID10528,radlex,oblique projection,oblique Projektion,,oblique ray,,A00.radlex
RID10529,radlex,PA axial oblique projection,PA axial oblique Projektion,,posteroanterior axial oblique projection|posteroanterior axial oblique ray,,A00.radlex
RID10530,radlex,PA axial projection,PA axiale Projektion,,posteroanterior axial projection|posteroanterior axial ray,,A00.radlex
RID10531,radlex,panoramic projection,Panoramaprojektion,,panoramic ray,,A00.radlex
RID10532,radlex,superoinferior axial projection,superoinferior axiale Projektion,,,,A00.radlex
RID10533,radlex,superolateral to inferomedial oblique projection,superolateral nach inferomedial oblique Projektion,,superolateral to inferomedial oblique ray,,A00.radlex
RID10534,radlex,radiography grid,radiographisches Raster,,,,A00.radlex
RID10535,radlex,focused grid,fokussiertes Raster,,,,A00.radlex
RID10536,radlex,parallel grid,paralleles Raster,,,,A00.radlex
RID10537,radlex,criss-cross grid,Kreuzraster,,,,A00.radlex
RID10538,radlex,moving grid,bewegtes Raster,,,,A00.radlex
RID10539,radlex,fixed grid,fixiertes Raster,,,,A00.radlex
RID10540,radlex,radiography filter,radiographischer Filter,,,,A00.radlex
RID10541,radlex,compensation filter,Kompensationsfilter,,,,A00.radlex
RID10542,radlex,wedge filter,Wedge-Filter,,,,A00.radlex
RID10543,radlex,beam-shaping filter,Strahlformungsfilter,,,,A00.radlex
RID10544,radlex,radiation exposure measure,Strahlungsexpositionsmessung,,radiation exposure value,,A00.radlex
RID10545,radlex,entrance skin exposure,Hautexposition,,ESE,,A00.radlex
RID10547,radlex,entrance air KERMA,Eingangsluft-Kerma,,entrance air kinetic energy released in material,,A00.radlex
RID10549,radlex,dose area product,Dosisflächenprodukt,,DAP,,A00.radlex
RID10551,radlex,KERMA area product,KERMA Flächenprodukt,,KAP,,A00.radlex
RID10553,radlex,radiation dose estimate,Strahlendosisabschätzung,,,,A00.radlex
RID10554,radlex,entrance skin dose,Hauteingangsdosis,,,,A00.radlex
RID10555,radlex,cross-sectional procedure attribute,Attribut Schnittbildverfahren,,,,A00.radlex
RID10556,radlex,scanning direction,Scanrichtung,,,,A00.radlex
RID10557,radlex,cephalocaudad,zephalokaudal,,,,A00.radlex
RID10558,radlex,caudocephalad,kaudozephal,,,,A00.radlex
RID10559,radlex,scan trigger method,Scantriggermethode,,,,A00.radlex
RID10560,radlex,fixed delay scan,Scan mit festem Delay,,,,A00.radlex
RID10562,radlex,automatic bolus tracking,Automatisches Bolustracking,,,,A00.radlex
RID10563,radlex,site of region of interest for measuring contrast enhancement,Stelle der zu untersuchenden Region für die Messung der Kontrastverstärkung,,,,A00.radlex
RID10564,radlex,monitoring delay,Verzögerung der Überwachung,,,,A00.radlex
RID10565,radlex,interval for monitoring scans,Intervall für Kontrollaufnahmen,,,,A00.radlex
RID10566,radlex,threshold enhancement for trigger,Schwellenwert-Erhöhung für Trigger,,,,A00.radlex
RID10567,radlex,upper limit trigger time,Trigger-Zeit der Obergrenze,,,,A00.radlex
RID10568,radlex,test bolus technique,Testbolus-Technik,,,,A00.radlex
RID10569,radlex,imaging plane,Bildebene,,image plane,,A00.radlex
RID10570,radlex,coronal plane,koronare Ebene,,,,A00.radlex
RID10571,radlex,longitudinal plane,longitudinale Ebene,,long axis,,A00.radlex
RID10573,radlex,oblique plane,oblique Ebene,,,,A00.radlex
RID10574,radlex,sagittal plane,sagittale Ebene,,paramedian plane|parasagittal plane|sag,,A00.radlex
RID10577,radlex,anatomical transverse plane,transversale Ebene,,short axis|transverse plane,,A00.radlex
RID10579,radlex,axial plane,axiale Ebene,,transaxial plane,,A00.radlex
RID10581,radlex,CT procedure attribute,CT Verfahrensattribut,,,,A00.radlex
RID10582,radlex,CT exposure control method,CT Expositionskontrollmethode,,,,A00.radlex
RID10583,radlex,angular tube current modulation,winkelabhängige Röhrenstrommodulation,,,,A00.radlex
RID10584,radlex,longitudinal tube current modulation,anatomische Röhrenstrommodulation,,z-axis tube current modulation,,A00.radlex
RID10586,radlex,angular longitudinal tube current modulation,winkelabhängige anatomische Röhrenstrommodulation,,angular-longitudinal tube current modulation|combined xyz tube current modulation,,A00.radlex
RID10588,radlex,CT detector configuration,CT Detektorkonfiguration,,,,A00.radlex
RID10589,radlex,multi-detector row configuration,Multidetektorreihe,,multichannel configuration|multisection configuration|multislice configuration,,A00.radlex
RID10593,radlex,single-detector row configuration,Einzeldetektorreihe,,single section configuration|single slice configuration,,A00.radlex
RID10596,radlex,flat panel detector configuration,Flat Panel Detektor,,,,A00.radlex
RID10597,radlex,CT detector,CT Detektor,,,,A00.radlex
RID10598,radlex,Xenon ionization chamber,Xenon-Ionisationskammer,,,,A00.radlex
RID10599,radlex,solid-state crystal scintillation detector,kristalliner Festkörperszintillationsdetektor,,,,A00.radlex
RID10600,radlex,solid-state ceramic scintillation detector,keramischer Festkörperszintillationsdetektor,,,,A00.radlex
RID10601,radlex,CT motion mode,CT-Bewegungsmodus,,,,A00.radlex
RID10602,radlex,stationary,stationär,,,,A00.radlex
RID10603,radlex,rotating,rotierend,,,,A00.radlex
RID10604,radlex,translation,Übersetzung,,,,A00.radlex
RID10605,radlex,scanning electron beam,Elektronenstrahlscan,,,,A00.radlex
RID10606,radlex,CT scan mode,CT-Aufnahmemodus,,,,A00.radlex
RID10607,radlex,CT projection radiograph,CT Projektionsaufnahme,,CT scanned projection radiograph|scout view|surview|topogram,,A00.radlex
RID10613,radlex,helical scan mode,helikaler Scan Mode,,spiral scan mode,,A00.radlex
RID10615,radlex,axial scan mode,axialer Scan Mode,,sequential scan mode|step-and-shoot scan mode,,A00.radlex
RID10618,radlex,dynamic CT attribute,Eigenschaft eines dynamischen CT,,CT perfusion attribute,,A00.radlex
RID10620,radlex,CT reconstruction method,CT Rekonstruktionsmethode,,,,A00.radlex
RID10621,radlex,analytical reconstruction,analytische Rekonstruktion,,,,A00.radlex
RID10622,radlex,approximate reconstruction,geschätzte Rekonstruktion,,,,A00.radlex
RID10623,radlex,exact reconstruction,exakte Rekonstruktion,,,,A00.radlex
RID10624,radlex,iterative reconstruction,iterative Rekonstruktion,,,,A00.radlex
RID10625,radlex,CT reconstruction filter,CT Rekonstruktionsfilter,,,,A00.radlex
RID10626,radlex,smooth kernel,weicher Kern,,low frequency reconstruction algorithm|low spatial resolution process|low spatial resolution reconstruction algorithm|smooth filter|soft-tissue reconstruction process,,A00.radlex
RID10632,radlex,sharp kernel,harter Kern,,high frequency reconstruction algorithm|high spatial resolution process|high spatial resolution reconstruction algorithm|lung or bone reconstruction|sharp filter,,A00.radlex
RID10638,radlex,MR procedure attribute,MR Verfahrensattribut,,,,A00.radlex
RID10639,radlex,MR coil geometry,MR Spulengeometrie,,coil|coil geometry,,A00.radlex
RID10640,radlex,birdcage coil,Birdcage-Spule,,,,A00.radlex
RID10641,radlex,solenoid coil,Solenoidspule,,,,A00.radlex
RID10642,radlex,planar surface coil,planare Oberflächenspule,,surface coil,,A00.radlex
RID10644,radlex,chimney coil,Chimney-Spule,,,,A00.radlex
RID10645,radlex,butterfly coil,Schmetterlingspule,,,,A00.radlex
RID10646,radlex,saddle coil,Sattelspule,,,,A00.radlex
RID10647,radlex,single turn solenoid coil,Solenoidspule mit einer Windung,,loop coil,,A00.radlex
RID10649,radlex,Helmholtz coil,Helmholtz-Spule,,Helmholtz pair,,A00.radlex
RID10651,radlex,TEM coil,TEM-Spule,,,,A00.radlex
RID10652,radlex,Litz coil,Litz-Spule,,,,A00.radlex
RID10653,radlex,antenna coil,Antennenspule,,,,A00.radlex
RID10654,radlex,MR coil transmission mode,MR Spulen-Transmissionsmodus,,,,A00.radlex
RID10655,radlex,linear transmission mode,linearerTransmissionsmodus,,,,A00.radlex
RID10656,radlex,circularly polarized transmission mode,zirkulär polarisierter Transmissionsmodus,,quadrature,,A00.radlex
RID10658,radlex,transmit array,Array-Übertragung,,multi-element transmission coil,,A00.radlex
RID10660,radlex,single-tuned transmission mode,Transmissionsmodus mit einer Windung,,,,A00.radlex
RID10661,radlex,dual-tuned transmission mode,Transmissionsmodus mit zwei Windungen,,multinuclear transmission mode,,A00.radlex
RID10663,radlex,MR coil detection mode,MR Spulen-Detektionsmodus,,,,A00.radlex
RID10664,radlex,linear detection mode,linearer Detektionsmodus,,,,A00.radlex
RID10665,radlex,circularly polarized detection mode,zirkulär polarisierter Transmissionsmodus,,quadrature detection mode,,A00.radlex
RID10667,radlex,receiver array,Empfänger-Array,,multi-element detection coil|phased array coil,,A00.radlex
RID10670,radlex,single-tuned detection mode,Detektionsmodus mit einer Windung,,,,A00.radlex
RID10671,radlex,dual-tuned detection mode,Detektionsmodus mit zwei Windungen,,multinuclear detection mode,,A00.radlex
RID10673,radlex,MR preparation or modification technique,MR Vorbereitungs- oder Modifikationstechnik,,,,A00.radlex
RID10674,radlex,inversion recovery,Inversion Recovery,,,,A00.radlex
RID10675,radlex,saturation recovery,Saturation Recovery,,,,A00.radlex
RID10676,radlex,T2 prep,T2-Präparation,,T2P,,A00.radlex
RID10678,radlex,T2 star prep,T2*-Gewichtung,,T2SP,,A00.radlex
RID10680,radlex,spectral saturation,spektrale Sättigung,,SSAT|chemical saturation|chemical suppression|spectral suppression,,A00.radlex
RID10685,radlex,fat saturation,Fettsättigung,,fat suppression,,A00.radlex
RID10687,radlex,water saturation,Wassersättigung,,water suppression,,A00.radlex
RID10689,radlex,silicone saturation,Silikonsättigung,,silicone suppression,,A00.radlex
RID10691,radlex,spectral inversion,spektrale Inversion,,chemical inversion,,A00.radlex
RID10693,radlex,fat inversion,Fettinversion,,,,A00.radlex
RID10695,radlex,water inversion,Wasserinversion,,,,A00.radlex
RID10697,radlex,silicone inversion,Silikoninversion,,,,A00.radlex
RID10699,radlex,magnetization transfer,Magnetisierungstransfer,,,,A00.radlex
RID107,radlex,lower esophageal mucosal ring,Unterer ösophagealer Mukosaring,,B ring|terminal esophageal web,,A00.radlex
RID10700,radlex,spatial saturation,räumliche Sättigung,,pre-saturation tagging|regional pre-saturation tagging|saturation band,,A00.radlex
RID10704,radlex,spin labeling,Spinmarkierung,,,,A00.radlex
RID10705,radlex,driven equilibrium,Driven-Equilibrium,,,,A00.radlex
RID10706,radlex,two-dimensional selective radiofrequency pulse,zweidimensionaler selektiver RF-Puls,,2D selective RF pulse,,A00.radlex
RID10708,radlex,non-spatially selective radiofrequency pulse,nicht-räumlicher selektiver RF-Puls,,non-selective RF pulse|non-selective radiofrequency pulse|non-spatially selective RF pulse,,A00.radlex
RID10712,radlex,spatial-spectral RF pulse,räumlicher spektraler RF-Puls,,SSRF pulse|spatial-spectral radiofrequency pulse,,A00.radlex
RID10715,radlex,tagging pulse,tagging Puls,,,,A00.radlex
RID10716,radlex,motion-encoding gradient,bewegungskodierter Gradient,,,,A00.radlex
RID10718,radlex,flow-sensitizing gradient,Fluss-sensitiver Gradient,,,,A00.radlex
RID10719,radlex,velocity-encoding gradient,geschwindigkeitskodierter Gradient,,,,A00.radlex
RID10720,radlex,bipolar gradient,bipolarer Gradient,,,,A00.radlex
RID10721,radlex,acceleration-encoding gradient,beschleunigungskodierter Gradient,,,,A00.radlex
RID10722,radlex,diffusion weighting,Diffusionswichtung,,,,A00.radlex
RID10723,radlex,cyclic encoding gradient,zyklisch-kodierter Gradient,,,,A00.radlex
RID10724,radlex,gradient moment nulling,Nullung des Gradienten-Moments,,flow compensation|gradient moment rephasing,,A00.radlex
RID10727,radlex,spin lock,Spin-Lock,,,,A00.radlex
RID10728,radlex,refocusing of all gradients,Refokussierung aller Gradienten,,balanced SSFP|balanced steady state free precession,,A00.radlex
RID10731,radlex,refocusing of selected gradients within one TR interval,Refokussierung selektierter Gradienten innerhalb eines TR-Intervalls,,,,A00.radlex
RID10732,radlex,refocusing of the gradients in a subsequent TR interval,Refokussierung von Gradienten in einem nachfolgenden TR-Intervall,,,,A00.radlex
