concept_id,source,en,de,tr,aliases_en,aliases_de,tree
MESH:D007072|Q79447,wikidata-mesh,immunoglobulin D,Immunglobulin D,,immunoglobulin d,,D12.776.124.486.485.114.619.251|D12.776.124.790.651.114.619.251|D12.776.377.715.548.114.619.251
MESH:D015107|Q79739,wikidata-mesh,butyrolactone,γ-Butyrolacton,,"tetrahydrofuran-2-one|Tetrahydro-2-furanone|Paint Clean G|oxolan-2-one|gamma-Butyryllactone|gamma-Butalactone|g-Hydroxybutyric acid lactone|g-Butyryllactone|g-Butyrolactone|g-Butalactone|dihydrofuran-2(3h)-one|Butyric acid lactone|4,5-Dihydro-2(3H)-furanone|4-Hydroxybutyric acid lactone|4-Hydroxybutanoic acid lactone|4-Hydroxy-Butanoic acid g-lactone|4-Deoxytetronate|4-Butyrolactone|4-butanolide|2,3,4,5-Tetrahydro-2-furanone|2-Oxotetrahydrofuran|2-oxolanone|1,4-Lactone|1-Oxacyclopentan-2-one|Liquid Ecstasy|Easy Lay|4-Hydroxybutanoate|4-Hydroxy-Butanoic acid|4-Hydroxy-Butanoate|GBL|Fantasy|gamma-butyrolactone|γ-butyrolactone|4-Hydroxybutanoic acid|Scoop","GBL|1-Oxa-cyclopentan-2-on|4-Butanolid|Butyro-1,4-lacton",D02.540.150|D03.383.312.150
MESH:D005632|Q122043,wikidata-mesh,keto-D-fructose,D-(−)-Fructose (offenkettig),Fruktoz,levulose|fruit sugar|D-fructose (open structure)|D-arabino-hexulose|C6H12O6|fruit fructose|fructose isolate|crystaline fructose|fructose|D-fructofuranose|D-(-)-Fructose,Fruktose|Fruchtzucker|D-Fructose|Lävulose,D09.947.875.359.250|D09.947.875.465.354
MESH:C002003|Q148937,wikidata-mesh,bentazone,Bentazon,,,,
MESH:D000068698|Q155954,wikidata-mesh,tenofovir disoproxil,Tenofovir,Tenofovir,Viread|Tenofovir (anh.)|GS-1278|Anhydrous tenofovir|Anh. tenofovir|(R)-PMPA|(R)-9-(2-phosphonomethoxypropyl)adenine|PMPA|tenofovir anhydrous,Atripla|Truvada|Viread,D02.705.429.906|D03.633.100.759.138.881
MESH:D003061|Q174723,wikidata-mesh,codeine,Codein,Kodein,"O3-Methylmorphine|O(3)-methylmorphine|Norcodine, N-Methyl|morphine-3-methyl ether|Morphine monomethyl ether|morphine monomethyl ether|morphine 3-methyl ether|Methylmorphine|methylmorphine|L-Codeine|l-codeine|Coducept|Codicept®|Codicept|Codeinum|Codeine polistirex|Codeine anhydrous|Codéine|Codeína|Codein|7,8-didehydro-4,5α-epoxy-3-methoxy-17-methylmorphinan-6α-ol|7,8-didehydro-4,5alpha-epoxy-3-methoxy-17-methylmorphinan-6alpha-ol|3-methylmorphine|3-Methylmorphin|(5α,6α)-7,8-didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol|(5alpha,6alpha)-7,8-Didehydro-4,5-epoxy-3-methoxy-17-methylmorphinan-6-ol|(1S,13R,14S,17R)-10-methoxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0(1,13).0(5,17).0(7,18)]octadeca-7(18),8,10,15-tetraen-14-ol|(−)-Codeine|(-)-Codeine|codeine anhydrous|Codeine",Kodein|Codeinentzug|Codeinhydrochlorid-Didydrat|Codeinphosphat-Hemihydrat|Codeinphosphat-Sesquihydrat,D03.132.577.249.562.149|D03.605.497.607.204|D03.633.400.686.607.204|D04.615.723.795.576.149
MESH:D014364|Q181003,wikidata-mesh,tryptophan,Tryptophan,Triptofan,L-(−)-tryptophan|L-(-)-Tryptophan|Indole-3-alanine|(S)-α-amino-1H-indole-3-propanoic acid|(S)-Tryptophan|(S)-alpha-Amino-beta-(3-indolyl)-propionic acid|(S)-alpha-amino-1H-indole-3-propanoic acid|(S)-2-Amino-3-(1H-indol-3-yl)propanoic acid|(2S)-2-amino-3-(1H-indol-3-yl)Propanoic acid|(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid|(-)-Tryptophan|W|L-tryptophan|Trp|L(-)-Tryptophan|L-β-3-indolylalanine|L-Trp|L-beta-3-Indolylalanine|L-alpha-Amino-3-indolepropionic acid,L-Tryptophan|Triptofan|Triptophan|Tryptofan|5HTP|5hydroxytryptophan,D12.125.072.050.850|D12.125.142.875
MESH:D011850|Q185252,wikidata-mesh,radioactive waste,radioaktiver Abfall,Radyoaktif atık,radioactive hazardous waste|nuclear waste,Atommüll|hochradioaktiver Abfall|radioaktiver Müll|strahlender Abfall,D20.693.638|D20.944.380.638|D27.888.426.500.638|N06.850.460.710.380.638|N06.850.810.485
MESH:C032688|Q187045,wikidata-mesh,orthoboric acid,Borsäure,Borik asit,o-boric acid|hydrogen borate|boracic acid|boric acid,Borwasser|Borhydroxid|Borsäuretitration|E 284|E284|H3BO3|Orthoborsäure|Trihydrogenborat,
MESH:D010417|Q189334,wikidata-mesh,pentaerythritol tetranitrate,Nitropenta,PETN,"PETN|Pentaerithrityl tetranitrate|tetranitropentaerythritol|tetranitrato de pentaeritritilo|tetranitrate de pentaerithrityle|penthrite|pentaerythritylium tetranitricum|Pentaerythritol Tetranitrate|pentaerithrityli tetranitras|PENTA|nitropentaerythritol|nitropentaerythrite|nitropenta|neopentanetetrayl nitrate|corpent|3-(nitrooxy)-2,2-bis[(nitrooxy)methyl]propyl nitrate|2,2-bis(hydroxymethyl)-1,3-propanediol tetranitrate|2,2-bis((nitrooxy)methyl)-1,3-propanediol dinitrate ester|2,2-bis((nitrooxy)methyl)-1,3-propanediol dinitrate|1,3-dinitrato-2,2-bis(nitratomethyl)propane|PENT|TEN",Nirason|Pentaerythrittetranitrat|Pentalong|Pentrit|PETN,D02.033.455.706.690
MESH:D006816|Q190564,wikidata-mesh,Huntington's disease,Chorea Huntington,Huntington hastalığı,Huntington’s disease|Huntington's chorea|Huntington Chorea|HD,Chorea major|Erblicher Veitstanz|Huntingtin|Huntington-Chorea|Huntington-Krankheit|Huntington-Syndrom|Huntington's disease|Huntingtonkrankheit|Huntingtonsche Krankheit|Morbus Huntington,C10.228.662.262.249.750|C10.228.140.079.545|C10.228.140.380.278|C10.574.500.497|C16.320.400.430|F03.615.250.400|F03.615.400.390
MESH:C030814|Q192354,wikidata-mesh,menatetrenone,Menatetrenon,,"Vitamin MK 4|MK4|MK-4|Menaquinone K4|menaquinone 4|K2 MK4|2-Methyl-3-trans-tetraprenyl-1,4-naphthoquinone|2-Methyl-3-geranylgeranyl-1,4-naphthoquinone|2-Methyl-3-(3,7,11,15-tetramethyl-2,6,10,14-hexadecatetraenyl)-1,4-naphthoquinone|Menatetrenone",K2 MK4|MK4,
MESH:D001205|Q193598,wikidata-mesh,DL-ascorbic acid,DL-Ascorbinsäure,Askorbik asit,ascorbic acid,Askorbinsäure,D02.241.081.844.107|D02.241.511.902.107|D09.811.100
MESH:D000526|Q201370,wikidata-mesh,alprenolol,Alprenolol,,1-(o-allylphenoxy)-3-(isopropylamino)-2-propanol|1-(2-allylphenoxy)-3-isopropylamino-2-propanol,,D02.033.100.624.698.055|D02.033.755.624.698.055|D02.092.063.624.698.055
MESH:D006066|Q213456,wikidata-mesh,gonad,Gonade,Gonad,sex gland|reproductive gland|human gonad|gonads,Keimdrüse|Keimdrüsen|Gonaden,A05.360.576|A06.300.312
MESH:D000409|Q218642,wikidata-mesh,L-alanine,Alanin,Alanin,L-α-alanine|L-alpha-Alanine|L-Ala|L-2-aminopropionic acid|Alanine|(S)-alanine|(S)-2-aminopropanoic acid|(2S)-2-aminopropanoic acid|A|Ala|alanine,,D12.125.042
MESH:D000601|Q245282,wikidata-mesh,essential amino acid,Essentielle Aminosäure,Temel amino asit,"indispensable amino acid|essential amino acids|Amino Acids, Essential",,D12.125.142
MESH:D001058|Q269111,wikidata-mesh,apomorphine,Apomorphin,Apomorfin,"Uprima®|R-(-)-apomorphine|Ixense®|Apokyn®|(R)-5,6,6a,7-tetrahydro-6-methyl-4H-dibenzo[de,g]quinoline-10,11-diol|(6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol|(-)-10,11-dihydroxyaporphine",,D03.132.098.038.290|D03.633.100.531.085.030.290|D03.633.400.095.290
MESH:D020008|Q370244,wikidata-mesh,delavirdine,Delavirdin,,U-90152|Rescriptor|N-{2-[4-(3-isopropylamino-pyridin-2-yl)-piperazine-1-carbonyl]-1H-indol-5-yl}-methanesulfonamide|N-(2-(1-(3-(Isopropylamino)pyridin-2-yl)piperazine-4-carbonyl)-1H-indol-5-yl)methanesulfonamide|Delavirdinum|Delavirdina|Delavirdin|2-(4-(5-Methanesulfonamido-1H-indol-2-ylcarbonyl)-1-piperazinyl)-N-(1-methylethyl)-3-pyridinamine|1-(3-((1-Methylethyl)amino)-2-pyridinyl)-4-((5-((methylsulfonyl)amino)-1H-indol-2-yl)carbonyl)piperazine|(N-[2-[4-[3-(1-Methylethylamino)pyridin-2-yl]piperazin-1-yl]carbonyl-1H-indol-5-yl] methanesulfonamide)|Delavirdine,,D03.383.606.350|D03.633.100.473.250
MESH:D001252|Q378705,wikidata-mesh,astringent,Adstringens,,,Adstringentien|Adstringieren|Adstringierend|Adstringierung,D27.505.696.207|D27.505.954.444.100
MESH:C004742|Q408732,wikidata-mesh,daidzein,Daidzein,,"isoaurostatin|daidzeol|7,4'-dihydroxyisoflavone|7-hydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one|4',7-dihydroxyisoflavone|4',7-dihydroxy-Isoflavone|7-hydroxy-3-(4-hydroxyphenyl)-4-benzopyrone",,
MESH:D007660|Q409192,wikidata-mesh,(RS)-ketoprofen,(RS)-Ketoprofen,Ketoprofen,RP-19583|R.P. 19583|m-benzoylhydratropic acid|3-benzoylhydratropic acid|3-benzoyl-α-methylbenzeneacetic acid|3-benzoyl-alpha-methylbenzeneacetic acid|2-(3-benzoylphenyl)propionic acid|ketoprofen,,D02.241.223.701.480
MESH:C008109|Q409357,wikidata-mesh,iminodiacetic acid,Iminodiessigsäure,,"N-(carboxymethyl)glycine|iminodiethanoic acid|iminobis(acetic acid)|diglycocoll|bis(carboxymethyl)amine|aminodiacetic acid|2,2'-iminodiacetic acid|2-[(carboxymethyl)amino]acetic acid|IDA|diglycine",,
MESH:C015044|Q409799,wikidata-mesh,bromoform,Bromoform,Bromoform,tribromomethane|methyl tribromide|bromoform,CHBr3|Methenyltribromid|Tribrommethan,
MESH:C010680|Q410036,wikidata-mesh,geneticin,Geneticin,,G418|G 418|antibiotic G-418|antibiotic G 418,G-418|G418|Genetecin,
MESH:C084833|Q410608,wikidata-mesh,butabarbital,Secbutabarbital,,"secbutabarbital|Butisol®|Butisol|5-Sec-butyl-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione|5-sec-butyl-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione|5-Sec-butyl-5-ethylbarbituric acid|5-sec-butyl-5-ethylbarbituric acid|5-Sec-butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione|5-sec-butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione|5-Ethyl-5-(1-methylpropyl)barbituric acid|5-ethyl-5-(1-methylpropyl)barbituric acid|5-Ethyl-5-(1-methylpropyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|5-ethyl-5-(1-methylpropyl)-2,4,6(1H,3H,5H)-pyrimidinetrione|Secbutabarbital|Butabarbital",,
MESH:D013373|Q411041,wikidata-mesh,substance P,Substanz P,,TAC1(58-68)|RPKPQQFFGLM-NH2|SP,,D12.644.276.812.900.866|D12.644.400.800.750|D12.644.456.800.866|D12.776.467.812.900.866|D12.776.631.650.800.750|D23.469.050.375.850.890|D23.529.812.900.866
MESH:C095285|Q411770,wikidata-mesh,silodosin,Silodosin,Silodosin,Urief|Silodyx®|Rapilif|Rapaflo®|Rapaflo|KMD-3213|KMD 3213|KAD 3213|Silodosin,,
MESH:C047508|Q411985,wikidata-mesh,(6S)-rotigotine,(6S)-Rotigotin,,"Neupro®|N-0437|Leganto®|(6S)-6-(propyl(2-(2-thienyl)ethyl)amino)-5,6,7,8-tetrahydro-1-naphthalenol|Rotigotine",Neupro,
MESH:D003000|Q412221,wikidata-mesh,clonidine,Clonidin,Klonidin,Kapvay&reg|Catapres®,Catapresan|Clonidinhydrochlorid,D03.383.129.308.436.500
MESH:C043243|Q412346,wikidata-mesh,tert-butyl methyl ether,MTBE,Metil tert-bütil eter,"tert-C4H9OCH3|t-Butyl methyl ether|Methyl tertiary-butyl ether|Methyl 1,1-dimethylethyl ether|2-Methyl-2-methoxypropane|2-Methoxy-2-methylpropane|MTBE|Methyl t-butyl ether",2-Methoxy-2-methylpropan|Bio-MTBE|Methyl-tert-butylether|Methyl-tertiär-butylether|Plus-minus-ether|TBME|Tert-Butylmethylether,
MESH:D001462|Q412409,wikidata-mesh,barbital,Barbital,,"Veronal|diethylmalonyl urea|DEBA|C₈H₁₂N₂O₃|Barbitone|2,4,6(1H,3H,5H)-pyrimidinetrione|Barbital|5,5-diethylbarbituric acid",Veronal,D03.383.742.698.253.150
MESH:D009118|Q412504,wikidata-mesh,muscimol,Muscimol,Müsimol,pantherine|agarin|5-(aminomethyl)-3(2H)-isoxazolone|Muscimol,,D03.383.129.462.470|D23.946.587.587
MESH:D004961|Q412939,wikidata-mesh,estramustine,Estramustin,,"estradiol 3-(N,N-bis(2-chloroethyl)carbamate)|17β-estradiol 3-(bis(2-chloroethyl)carbamate)|17beta-estradiol 3-(bis(2-chloroethyl)carbamate)",,D02.455.526.728.650.275|D04.210.500.365.415.248.320
MESH:C013707|Q414866,wikidata-mesh,thallium(I) sulfate,Thallium(I)-sulfat,,Thallium sulphate|thallium sulfate|thallous sulfate,Tl2SO4,
MESH:C031000|Q415190,wikidata-mesh,benzimidazole,Benzimidazol,Benzimidazol,,Benzimidazole|Probenzimidazole,
MESH:D011715|Q426897,wikidata-mesh,pyrantel,Pyrantel,Pirantel,pirantel,,D02.886.778.634|D03.383.742.634|D03.383.903.634
MESH:D000628|Q471763,wikidata-mesh,aminophylline,Aminophyllin,Aminofilin,Truphylline|Theophylline ethylenediamine|Somophyllin-Df|Somophyllin|Phyllocontin|Peterphyllin|Ammophyllin|Aminophylline In Sodium Chloride|Aminophylline Dye Free|Aminophyllin|aminophilline|Aminophylline,,D02.092.782.258.368.050|D03.633.100.759.758.824.751.075|D26.310.048
MESH:D000078922|Q526334,wikidata-mesh,union catalog,Verbundkatalog,,union catalogues|union catalogs|union catalogue,VK|Bibliotheksverbund|Katalogverbund|Verbund <Katalogisierung>|Verbunddatenbank,V02.240.313
MESH:D062026|Q649340,wikidata-mesh,Alice in Wonderland syndrome,Alice-im-Wunderland-Syndrom,Alice Harikalar Diyarında sendromu,Todd's syndrome|lilliputian hallucinations|AiWS|dysmetropsia,,C10.228.140.546.399.750.124|C10.597.606.762.150|C10.597.751.941.036|C23.888.592.604.764.150|C23.888.592.763.941.036|F01.700.750.150
MESH:D011405|Q662511,wikidata-mesh,(RS)-propafenone,(RS)-Propafenon,Propafenon,GNF-Pf-4594|2-(2'-hydroxy-3'-propylaminopropoxy)-omega-phenylpropiophenone|1-{2-[2-hydroxy-3-(propylamino)propoxy]phenyl}-3-phenyl-1-propanone,,D02.522.818.830
MESH:D001545|Q818165,wikidata-mesh,benserazide,Benserazid,,"serazide|Ro 44602|Ro 4-4602|Madopar®|DL-serine 2-[(2,3,4-trihydroxyphenyl)methyl]hydrazide|DL-serine 2-(2,3,4-trihydroxybenzyl)hydrazide|benserazidum|benserazida|Benserazide",Benserazidhydrochlorid,D02.442.175
MESH:D009146|Q638,wikidata-mesh,music,Musik,müzik,musical art,,K01.602
MESH:D001154|Q735,wikidata-mesh,art,Kunst,sanat,Art,BK|bildende Kunst,K01.093
MESH:D009820|Q1397,wikidata-mesh,Ohio,Ohio,Ohio,"US-OH|State of Ohio|Ohio, United States|Buckeye State|OH",,Z01.107.567.875.075.512|Z01.107.567.875.350.540|Z01.107.567.875.510.540
MESH:D008402|Q11033,wikidata-mesh,mass media,Massenmedien,kitle iletişim aracı,the media|media outlets|media agencies|mass medium|media|the press,,L01.462.500.590
MESH:D009656|Q49,wikidata-mesh,North America,Nordamerika,Kuzey Amerika,North Amer|NOAM|NoAm|North Am|N Am|North-America|North American Continent|North America (region)|North America (continent)|North America (Americas)|North america|N. America|N America|N america|Amérique du Nord|003 (UN M.49 code)|North American continent|North and Central America|Turtle Island|NA,,Z01.107.567
MESH:D000434|Q154,wikidata-mesh,alcoholic beverage,alkoholisches Getränk,içki,spirituous beverage|alcohol beverage|alcoholic drink|drink,Alkoholika|alkoholhaltiges Getränk,G07.203.100.100|J02.200.100
MESH:D005334|Q38933,wikidata-mesh,fever,Fieber,ateş,pyrrhexia|febrile response|pyrexia|febrile,Hyperpyrexie|Pyrexie|Wundfieber|Febris intermittens|Febris|Afebril|Febril|Subfebril,C23.888.119.344
MESH:C527817|Q61388,wikidata-mesh,dibenzazepine,"5H-Dibenzo[b,f]azepin",,"o,o'-iminostilbene|iminostilbene|dibenz(b,f)azepine|5H-dibenzazepine|5H-Dibenz[b,f]azepin|2,3,6,7-dibenzazepine|2,2'-iminostilbene|5H-dibenz[b,f]azepine",Dibenzazepin,
MESH:D000928|Q76560,wikidata-mesh,antidepressant,Antidepressivum,antidepresan,antidepressive agents|antidepressive agent|antidepressant drugs|thymoleptic|antidepressants,Thymoleptikum|Antidepressiva|Anti-Depressiva|Thymoleptika,D27.505.954.427.700.122
MESH:D000038|Q164655,wikidata-mesh,abscess,Abszess,Apse,ulcer|boil,Abszeß,C01.830.025|C23.550.470.756.100
MESH:C101207|Q166476,wikidata-mesh,darifenacin,Darifenacin,,"UK-88525|DAR328|(S)-1-[2-(2,3-dihydro-5-benzofuranyl)ethyl]-alpha,alpha-diphenyl-3-pyrrolidineacetamide",,
MESH:D010121|Q169960,wikidata-mesh,oxytocin,Oxytocin,Oksitosin,,Kuschelhormon|OXT|Ocytocin|Oxitozin|Oxytozin|Syntocinon|Treuehormon,D06.472.699.631.692.433|D12.644.548.691.692.433
MESH:D014425|Q201382,wikidata-mesh,turpentine,Terpentin,Turpentin,wood turpentine|spirit of turpentine|oil of turpentine|turps,Kienöl|Balsamterpentinöl|Terpentingeist|Terpentinspiritus,D10.627.675.800|D20.215.721.500.881
MESH:D015081|Q209450,wikidata-mesh,2-naphthylamine,2-Naphthylamin,,beta-naphthylamine|6-naphthylamine|2-aminonaphthalene|BNA,,D02.092.710|D02.455.426.559.847.638.850|D04.615.638.850
MESH:C023500|Q223089,wikidata-mesh,3-pyridinol,3-Hydroxypyridin,,m-hydroxypyridine|beta-hydroxypyridine|3-pyridol|3-hydroxypyridine,,
MESH:D001976|Q238477,wikidata-mesh,bromouracil,5-Bromuracil,,"5-bromo-2,4(1H,3H)-pyrimidinedione|1,2,3,4-tetrahydro-5-bromo-2,4-pyrimidinedione",,D03.383.742.698.875.237
MESH:D007649|Q243547,wikidata-mesh,(RS)-ketamine,(RS)-Ketamin,ketamin,special K|horse tranquilizer|DL-ketamine|2-(o-chlorophenyl)-2-(methylamino)-cyclohexanone|2-(methylamino)-2-(2-chlorophenyl)cyclohexanone|2-(2-chloro-phenyl)-2-methylamino-cyclohexanone|(±)-ketamine|(+-)-ketamine|Special K|vitamin K,,D02.455.426.392.368.367.652
MESH:D005907|Q290001,wikidata-mesh,gliclazide,gliclazid,gliklazid,N-(4-methylbenzenesulfonyl)-N'-(3-azabicyclo[3.3.0]oct-3-yl)urea|1-(hexahydrocyclopenta[c]pyrrol-2(1H)-yl)-3-(p-tolylsulfonyl)urea|1-(3-azabicyclo[3.3.0]oct-3-yl)-3-(p-tolylsulfonyl)urea,,D02.065.884.060.100|D02.065.950.828.475|D02.455.426.559.389.085.100|D02.886.590.700.090.100|D02.886.590.795.475
MESH:D003346|Q386664,wikidata-mesh,corticotropin releasing hormone,Corticotropin-releasing Hormone,,corticotropin-releasing factor|Corticotropin-releasing hormone|corticoliberin|CRH|CRF,,D06.472.699.327.740.140|D12.644.400.400.740.140|D12.644.548.365.740.140|D12.776.631.650.405.740.140
MESH:D010622|Q407324,wikidata-mesh,phencyclidine,Phencyclidin,Fensiklidin,Shantalya|Sernylan|Sernyl|phenylcyclohexylpiperidine|Peace Pill|Londrea|Killerweed|Embalming Fluid|CI-395|angel dust|Wack|Hog|PCP|Lovely|Dust|Ozone|1-(1-phenylcyclohexyl)piperidine|Phencyclidine,Killerjoint|Peace Pill|Phenylcyclohexylpiperidin,D03.383.621.699
MESH:C021139|Q408163,wikidata-mesh,anagrelide,Anagrelid,,Xagrid®|BL-4162a|Anagrelidum|Anagrelida|Agrylin®|Anagrelide,,
MESH:D012276|Q408668,wikidata-mesh,ricin,Rizin,Risin,ricine,Ricin,D08.811.277.450.430.700.750.666|D12.776.034.756|D12.776.503.499.937|D12.776.765.678.906.750
MESH:C019536|Q409241,wikidata-mesh,potassium bromate,Kaliumbromat,Potasyum Bromat,"potassium trioxobromate|E924|Bromic acid, potassium salt",KBrO3,
MESH:D009627|Q409948,wikidata-mesh,(RS)-nomifensine,(RS)-Nomifensin,Nomifensin,"R/S-nomifensine|nomiphensine|nomifenison|D,L-nomifensine|8-amino-2-methyl-4-phenyl-1,2,3,4-tetrahydroisoquinoline|8-amino-1,2,3,4-tetrahydro-2-methyl-4-phenylisoquinoline|8-amino-1,2,3,4-tetrahydro-2-methyl-4-phenylisochinolin|2-methyl-4-phenyl-1,2,3,4-tetrahydro-isoquinolin-8-ylamine|2-methyl-4-phenyl-1,2,3,4-tetrahydro-8-isoquinolinamine|(+-)-nomifensine|(+-)-nomifensin",,D03.633.100.531.535
MESH:D008535|Q410513,wikidata-mesh,megestrol,Megestrol,,megestryl acetate|Megace®|Magestin|Chronopil,Megestrolacetat,D04.210.500.745.432.531
MESH:D008559|Q412189,wikidata-mesh,memantine,Memantin,memantin,"3,5-dimethyltricyclo[3.3.1.1(3,7)]decan-1-amine|3,5-dimethyl-1-aminoadamantane|3,5-dimethyl-1-adamantanamine|1,3-dimethylaminoadamantane|1,3-dimethyl-5-adamantanamine|1-amino-3,5-dimethyladamantane",,D02.455.426.100.050.035.500
MESH:C025292|Q413178,wikidata-mesh,diacerein,Diacerein,diaserein,,"1,8-Diacetoxy-3-carboxyanthrachinon",
MESH:D009278|Q415433,wikidata-mesh,naphazoline,Naphazolin,,PRV942|Naphcon®|Nafazolin|Naphazoline,Naphazolinhydrochlorid|Naphazolinnitrat,D03.383.129.308.585
MESH:D007545|Q415550,wikidata-mesh,isoprenaline,Isoprenalin,İzoprenalin,"α-(isopropylaminomethyl)protocatechuyl alcohol|N-Isopropylnorepinephrine|N-Isopropylnoradrenaline|N-isopropyl-β-dihydroxyphenyl-β-hydroxyethylamine|N-Isopropyl-beta-dihydroxyphenyl-beta-hydroxyethylamine|Isoproterenol|Isopropyl noradrenaline|Isoprenalinum|Isoprenalina|alpha-(Isopropylaminomethyl)protocatechuyl alcohol|3,4-Dihydroxy-alpha-[(isopropylamino)methyl]benzyl alcohol|1-(3,4-Dihydroxyphenyl)-2-isopropylaminoethanol|1-(3,4-Dihydroxyphenyl)-2-(isopropylamino)ethanol|(±)-isoproterenol|(±)-isoprenaline|(+-)-Isoproterenol|(+-)-Isoprenaline",Isoprenalinhydrochlorid|Isoprenalinsulfat|Isoproterenol,D02.033.100.291.439|D02.092.063.291.439|D02.092.311.649|D02.455.426.559.389.657.166.175.649
MESH:D016190|Q415588,wikidata-mesh,carboplatin,Carboplatin,Karboplatin,"JM-8|cis-Diammine(1,1-cyclobutanedicarboxylato)platinum(II)|cis-Diammine(1,1-cyclobutanedicarboxylato)platinum|cis-(1,1-Cyclobutanedicarboxylato)diammineplatinum(ii)|CBDCA|Paraplatin","Diamminplatin(II)-cyclobutan-1,1-dicarboxylat",D02.257.125
MESH:D000632|Q416503,wikidata-mesh,aminophenazone,Aminophenazon,,"Dipyrine|Dimethylaminophenyldimethylpyrazolone|Dimethylaminophenazone|Dimethylaminophenazon|Dimethylaminoazophene|Dimethylaminoantipyrine|Aminopyrine|Aminophenazonum|Aminophenazon|Aminofenazone|Aminofenazona|4-Dimethylaminophenazone|4-Dimethylaminoantipyrine|4-Dimethylamino-2,3-dimethyl-1-phenyl-5-pyrazolone|4-Dimethylamino-2,3-dimethyl-1-phenyl-3-pyrazolin-5-one|4-Dimethylamino-1-phenyl-2,3-dimethylpyrazolone|4-(Dimethylamino)antipyrine|4-(Dimethylamino)-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one|4-(Dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-3H-pyrazol-3-one|3-Keto-1,5-dimethyl-4-dimethylamino-2-phenyl-2,3-dihydropyrazole|2,3-Dimethyl-4-dimethylamino-1-phenyl-5-pyrazolone|1,5-Dimethyl-4-dimethylamino-2-phenyl-3-pyrazolone|1-Phenyl-2,3-dimethyl-4-dimethylaminopyrazol-5-one|1-Phenyl-2,3-dimethyl-4-(dimethylamino)-5-pyrazolone|(Dimethylamino)phenazone|Aminophenazone",Pyramidon,D03.383.129.539.850.077
MESH:D008148|Q417740,wikidata-mesh,lovastatin,Lovastatin,Lovastatin,"Mevinolin|Lovastatinum|Lovastatine|Lovastatina|6α-methylcompactin|6alpha-methylcompactin|6-alpha-methylcompactin|2β,6α-dimethyl-8alpha-(2-methyl-1-oxobutoxy)-mevinic acid lactone|(1S,3R,7S,8S,8aR)-1,2,3,7,8,8a-hexahydro-3,7-dimethyl-8-(2-(2R,4R)-(tetrahydro-4-hydroxy-6-oxo-2H-pyran-2-yl)ethyl)-1-naphthalenyl (S)-2-methyl-butyrate",,D02.455.426.559.847.638.400|D04.615.638.400
MESH:D016593|Q417909,wikidata-mesh,terfenadine,Terfenadin,,Triludan®|Terfenadinum|Terfénadine|Terfenadina|Terfenadin|Seldane®|RMI-9918|(RS)-1-(4-tert-butylphenyl)-4-{4-[hydroxy(diphenyl)methyl]piperidin-1-yl}-butan-1-ol|Terfenadine,,D02.455.426.559.389.115.800|D03.383.621.855
MESH:C121345|Q418060,wikidata-mesh,desloratadine,Desloratadin,,"SCH-34117|descarboethoxyloratadine|8-chloro-6,11-dihydro-11-(4-piperidinylidene)-5H-benzo[5,6]cyclohepta[1,2-b]pyridine|8-chloro-11-piperidin-4-ylidene-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine",,
MESH:C008548|Q418224,wikidata-mesh,morin,Morin,,"calico yellow|C.I. Natural Yellow 8|aurantica|2',4',5,7-tetrahydroxyflavonol|2',4',5,7-tetrahydroxyflavan-3-ol|2',4',3,5,7-pentahydroxyflavone|2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one|2',3,4',5,7-pentahydroxyflavone",Morin-Reagenz,
MESH:C043377|Q419732,wikidata-mesh,acetochlor,Acetochlor,,2-Chloro-N-(ethoxymethyl)-6'-ethylacet-o-toluidide|2-Chloro-N-(ethoxymethyl)-6'-ethyl-o-acetotoluidide|2-Chloro-2'-methyl-6-ethyl-N-ethoxymethylacetanilide,,
MESH:D010646|Q420360,wikidata-mesh,phentolamine,Phentolamin,Fentolamin,Vesomax|Rogitine®|Regitine®|Regitina|Phentolaminum|Phentolamin|Fentolamina|fentolamin|dibasin|2-(N-(m-Hydroxyphenyl)-P-toluidinomethyl)imidazoline|2-(N-(m-hydroxyphenyl)-p-toluidinomethyl)imidazoline|Phentolamine mesylate|Phentolamine,,D03.383.129.308.754
